,State,Year,NOR(I),NOE(I),NOR(O),NOE(O),Drought,Earthquake,Fire,Flood,Human Cause,Hurricane,Ice,Mud/Landslide,Other,Snow,Storm,Terrorism,Tornado,Tsunami,Typhoon,Volcano,Water,Winter,Total disasters
645,NV,1994,54030,105624.0,32538.0,62371.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,IA,1994,29479,59770.0,31635.0,59500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,IL,1994,98259,185949.0,118129.0,231095.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,TN,1994,77631,161880.0,56549.0,116102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,WY,1994,11376,23467.0,11246.0,22981.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,CA,1994,198917,353108.0,302694.0,628896.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,HI,1994,24194,47986.0,26917.0,56232.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,GA,1994,120493,245698.0,86801.0,176821.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,NJ,1994,76092,144626.0,91714.0,170868.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,AZ,1994,101506,202232.0,62602.0,125418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,KY,1994,44338,93214.0,40270.0,82883.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,FL,1994,239487,458612.0,181525.0,351575.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,MN,1994,43745,82800.0,41034.0,74495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,TX,1994,188255,403797.0,167105.0,360478.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,KS,1994,38602,82942.0,40214.0,85317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,AR,1994,34166,74697.0,26901.0,56316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,NC,1994,118754,240838.0,83713.0,169504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,MD,1994,72701,138222.0,72115.0,137687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,RI,2006,12128,20569.0,16559.0,29198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,WI,2006,42498,81002.0,48692.0,85355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,AR,2006,31547,66971.0,28345.0,58237.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,CO,2006,78609,148395.0,65775.0,124340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,FL,2006,241692,443879.0,227388.0,427684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,NY,2006,137761,217874.0,203913.0,367976.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,WY,2006,13223,26078.0,11084.0,20744.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,VA,2006,116921,220849.0,122499.0,237549.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,DC,2006,23761,31745.0,23543.0,37403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,WA,2006,85003,160676.0,78028.0,149010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,TX,2006,214272,461085.0,174691.0,357094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,UT,2006,32728,75302.0,27340.0,60443.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,KY,2006,42820,86737.0,38097.0,75081.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,WV,2006,18251,36338.0,17581.0,32685.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,ME,2006,14570,25899.0,14546.0,24404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,CT,2006,34293,60978.0,43270.0,75577.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,OK,2006,39944,84974.0,37177.0,76664.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,NV,2006,63010,118803.0,46767.0,88707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,MS,2006,30281,63732.0,29828.0,60858.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,VT,2006,8933,14597.0,10397.0,16238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,AK,2006,13940,27209.0,14954.0,30016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,NJ,2006,76751,137606.0,105768.0,196008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,HI,2006,21886,40261.0,24463.0,49188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,IL,2006,100067,177872.0,116419.0,218027.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,IA,2006,28094,54950.0,30979.0,56644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,SD,2006,11371,21952.0,11187.0,20215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,GA,2006,133595,276570.0,100208.0,203875.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,SC,2006,66973,133518.0,48617.0,94285.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,OH,2006,73353,140424.0,99929.0,180765.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,NE,2006,18481,37117.0,22035.0,42649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,NH,2006,20459,34880.0,22045.0,36837.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,LA,2006,49085,102400.0,42980.0,88401.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,ID,2006,25638,55327.0,20067.0,40985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,ND,2006,9192,16512.0,10554.0,19093.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,MO,2006,60813,118525.0,58599.0,111105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,NM,2006,30337,60963.0,28370.0,56171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,TN,2006,81200,163593.0,63468.0,125276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,MI,2006,48457,91690.0,87173.0,159690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,OR,2006,52865,94914.0,43199.0,79181.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,PA,2006,99759,188015.0,109684.0,191391.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,KS,2006,35349,72973.0,38298.0,75931.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,AL,2006,45469,96146.0,40071.0,80743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,IN,2006,56447,113748.0,59788.0,112672.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,MD,2006,73098,129107.0,83406.0,155643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,NC,2006,137112,277346.0,101273.0,198815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,AZ,2006,105104,202706.0,76482.0,148816.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,MN,2006,43514,77932.0,45679.0,80804.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,DE,2006,15190,28500.0,13167.0,24261.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,MA,2006,60804,94442.0,75809.0,124828.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,CA,2006,207960,357500.0,276414.0,562517.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,MT,2006,16235,30513.0,14037.0,25264.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,CT,1999,39333,70686.0,43526.0,75569.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,NE,1999,20244,41021.0,23781.0,47220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,MI,1999,67452,129731.0,73724.0,134570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,DE,1999,14352,26513.0,12086.0,22510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,ND,1999,8429,15681.0,11650.0,22045.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,OK,1999,39386,83245.0,43343.0,89776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,WI,1999,46043,88942.0,45409.0,80482.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,WV,1999,17804,35108.0,20475.0,38412.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,LA,1999,35699,70580.0,45504.0,91484.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,ID,1999,21906,46778.0,19652.0,40240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,ME,1999,16566,30459.0,14435.0,24657.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,MT,1999,15388,29442.0,15684.0,28531.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,OR,1999,49621,90653.0,47243.0,87472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,NY,1999,138024,216768.0,185115.0,333073.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,NM,1999,29834,60905.0,32656.0,66938.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,PA,1999,93702,174333.0,108013.0,190833.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,AK,1999,13238,26160.0,15056.0,30901.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,VT,1999,10351,17444.0,9758.0,15837.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,DC,1999,23881,34278.0,24353.0,40489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,MO,1999,63321,125122.0,61599.0,117636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,SC,1999,57885,113219.0,50063.0,95695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,RI,1999,14292,25188.0,13414.0,23219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,MS,1999,30551,63443.0,31228.0,63268.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,CO,1999,89244,165004.0,71384.0,134194.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,OH,1999,84546,160846.0,98701.0,180953.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,MA,1999,72772,112773.0,74231.0,122923.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,IA,1999,29132,57322.0,34422.0,63378.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,IL,1999,102905,185077.0,128306.0,242746.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,NV,1999,58339,110075.0,38768.0,72494.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,NC,1999,121122,233807.0,98355.0,193275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,UT,1999,27381,57528.0,29014.0,64006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,NH,1999,24668,44983.0,20837.0,35456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,WA,1999,85036,159371.0,81531.0,159032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,IN,1999,59122,117148.0,60696.0,114516.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,AL,1999,42484,89127.0,45291.0,92405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,MD,1999,77935,143226.0,74201.0,137591.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,MN,1999,49529,91033.0,44776.0,80403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,TX,1999,197948,404246.0,178470.0,365607.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,KS,1999,37959,77823.0,41324.0,83866.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,AR,1999,31141,65446.0,29338.0,59853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,VA,1999,127196,243494.0,107892.0,209319.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,KY,1999,44552,90614.0,42922.0,85117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,AZ,1999,100372,191560.0,73765.0,141670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,FL,1999,248066,461488.0,193024.0,356119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,WY,1999,10779,21402.0,11764.0,22587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,TN,1999,74317,148942.0,65781.0,131290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,HI,1999,21589,40120.0,24402.0,50428.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,SD,1999,10766,20971.0,11526.0,21546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,CA,1999,251035,426328.0,246887.0,481135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,GA,1999,138164,263123.0,99246.0,198215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,NJ,1999,83895,153151.0,96470.0,174759.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,KY,1995,42989,90324.0,40183.0,82895.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,ID,1995,21717,47913.0,17997.0,38694.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,MA,1995,63409,100566.0,65759.0,111909.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,AZ,1995,95049,186898.0,63873.0,127999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,RI,1995,11122,19893.0,13738.0,24588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,HI,1995,22105,43920.0,25722.0,54359.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,CA,1995,203317,359356.0,269836.0,556760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,SD,1995,10735,21697.0,11370.0,22753.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,WA,1995,83696,164789.0,69599.0,139696.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,ME,1995,13891,26211.0,14021.0,24762.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,NH,1995,21776,39970.0,19106.0,33329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,NJ,1995,72450,137301.0,90520.0,168026.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,TN,1995,76567,159185.0,57700.0,118431.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,NV,1995,53386,104042.0,32379.0,61680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,NM,1995,32407,67836.0,30307.0,64504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,GA,1995,121273,247618.0,87368.0,178388.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,VT,1995,9244,16046.0,8917.0,14935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,SC,1995,54275,110569.0,46499.0,97536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,WY,1995,10631,22187.0,11313.0,23010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,MD,1995,68915,130820.0,71953.0,137560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,IA,1995,28864,58433.0,31643.0,60248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,FL,1995,229449,439663.0,179887.0,346163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,MS,1995,29858,63776.0,28247.0,58567.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,NE,1995,21833,46837.0,21473.0,44505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,LA,1995,36977,76908.0,42123.0,88647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,TX,1995,187278,400384.0,166338.0,357933.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,NC,1995,118952,240626.0,85138.0,173409.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,MN,1995,44371,84826.0,41011.0,74824.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,VA,1995,113168,226285.0,107274.0,215959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,OH,1995,82961,162558.0,90090.0,170554.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,AL,1995,43967,95171.0,42323.0,89085.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,CT,1995,33780,61377.0,44391.0,79245.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,CO,1995,84080,161653.0,66963.0,131701.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,IN,1995,58200,119962.0,56332.0,109809.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,AK,1995,14711,30623.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,AR,1995,32718,71173.0,27194.0,57195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,ND,1995,9904,19802.0,10699.0,21052.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,IL,1995,97167,181906.0,116823.0,229434.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,MI,1995,65227,129983.0,69118.0,128941.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,WV,1995,17794,36593.0,18506.0,36179.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,DE,1995,12453,23826.0,10880.0,21219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,KS,1995,36614,78226.0,40537.0,86242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,OR,1995,52213,100116.0,37525.0,72587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,PA,1995,85282,162840.0,99612.0,182856.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,WI,1995,42145,83851.0,41124.0,75093.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,MT,1995,15455,30895.0,13988.0,27203.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,MO,1995,62700,127348.0,56300.0,111418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,NY,1995,110404,181248.0,183368.0,341189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,UT,1995,27235,60210.0,23410.0,53735.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,DC,1995,20384,30216.0,25475.0,43371.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,OK,1995,41548,91355.0,39443.0,83956.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,CT,1990,36062,65460.0,48479.0,88831.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,FL,1990,254551,496943.0,181009.0,350937.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,ND,1990,8583,17212.0,11566.0,23819.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,DE,1990,12742,24681.0,10300.0,20213.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,RI,1990,11307,21040.0,14181.0,26720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,NH,1990,20128,36700.0,25830.0,49225.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,OR,1990,50372,101895.0,35253.0,68729.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,CO,1990,73040,146283.0,61195.0,123158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,NM,1990,31318,70453.0,28493.0,64133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,VA,1990,114962,232340.0,106446.0,219397.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,SD,1990,10534,22016.0,10377.0,20991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,DC,1990,20513,30978.0,25917.0,44661.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,PA,1990,92033,181940.0,98347.0,181510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,ME,1990,14746,28983.0,16050.0,30153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,WA,1990,90314,183887.0,62841.0,128296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,MS,1990,27132,60541.0,29137.0,62824.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,AR,1990,30049,67067.0,28859.0,62373.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,IN,1990,56034,118109.0,54571.0,107455.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,UT,1990,23540,54446.0,20081.0,47969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,WV,1990,19988,42560.0,19745.0,39200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,MT,1990,13869,28591.0,13442.0,26436.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,MN,1990,40653,77952.0,39327.0,72571.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,NJ,1990,74069,141156.0,100275.0,190163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,IA,1990,28506,59370.0,31045.0,59229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,AL,1990,44887,99956.0,40385.0,87079.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,TN,1990,66519,143664.0,56231.0,117606.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,MI,1990,60159,120912.0,75276.0,142118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,LA,1990,41268,89546.0,45939.0,99992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,HI,1990,26231,51149.0,24896.0,53106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,WI,1990,42084,84849.0,39144.0,70450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,NV,1990,49990,98167.0,28611.0,56079.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,IL,1990,97133,187602.0,114303.0,226739.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,NY,1990,110500,194767.0,180684.0,337429.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,SC,1990,54419,115943.0,42737.0,90930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,VT,1990,8645,15429.0,9405.0,16248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,GA,1990,103005,216340.0,83274.0,173409.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,WY,1990,10784,23236.0,10848.0,22869.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,OH,1990,83793,170714.0,90404.0,173540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,MD,1990,73518,140789.0,69552.0,133713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,AZ,1990,78319,159653.0,68645.0,142754.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,KS,1990,35930,79347.0,39833.0,84631.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,MA,1990,49971,83244.0,83747.0,143954.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,ID,1990,21268,48579.0,16070.0,34663.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,CA,1990,245535,448258.0,277327.0,571032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,TX,1990,180668,397992.0,166122.0,364223.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
